ip, bytes, time, TTL
177.43.170.123,32,16,59
177.43.170.123,32,18,59
177.43.170.123,32,17,59
177.43.170.123,32,8,59
177.43.170.123,32,18,59
177.43.170.123,32,17,59
177.43.170.123,32,9,59
177.43.170.123,32,8,59
177.43.170.123,32,11,59
177.43.170.123,32,9,59
177.43.170.123,32,11,59
177.43.170.123,32,16,59
177.43.170.123,32,11,59
177.43.170.123,32,18,59
177.43.170.123,32,17,59
177.43.170.123,32,11,59
177.43.170.123,32,8,59
177.43.170.123,32,17,59
177.43.170.123,32,8,59
177.43.170.123,32,9,59
177.43.170.123,32,18,59
177.43.170.123,32,18,59
177.43.170.123,32,11,59
177.43.170.123,32,11,59
177.43.170.123,32,18,59
177.43.170.123,32,11,59
177.43.170.123,32,10,59
177.43.170.123,32,8,59
177.43.170.123,32,10,59
177.43.170.123,32,20,59
177.43.170.123,32,12,59
177.43.170.123,32,9,59
177.43.170.123,32,9,59
177.43.170.123,32,17,59
177.43.170.123,32,19,59
177.43.170.123,32,17,59
177.43.170.123,32,9,59
177.43.170.123,32,10,59
177.43.170.123,32,9,59
177.43.170.123,32,9,59
177.43.170.123,32,17,59
177.43.170.123,32,19,59
177.43.170.123,32,16,59
177.43.170.123,32,12,59
177.43.170.123,32,18,59
177.43.170.123,32,9,59
177.43.170.123,32,8,59
177.43.170.123,32,16,59
177.43.170.123,32,11,59
177.43.170.123,32,9,59
177.43.170.123,32,19,59
177.43.170.123,32,17,59
177.43.170.123,32,17,59
177.43.170.123,32,8,59
177.43.170.123,32,9,59
177.43.170.123,32,8,59
177.43.170.123,32,19,59
177.43.170.123,32,9,59
177.43.170.123,32,9,59
177.43.170.123,32,17,59
177.43.170.123,32,8,59
177.43.170.123,32,11,59
177.43.170.123,32,9,59
177.43.170.123,32,9,59
177.43.170.123,32,9,59
177.43.170.123,32,8,59
177.43.170.123,32,9,59
177.43.170.123,32,10,59
177.43.170.123,32,18,59
177.43.170.123,32,18,59
177.43.170.123,32,8,59
177.43.170.123,32,9,59
177.43.170.123,32,8,59
177.43.170.123,32,18,59
177.43.170.123,32,17,59
177.43.170.123,32,17,59
177.43.170.123,32,8,59
177.43.170.123,32,9,59
177.43.170.123,32,9,59
177.43.170.123,32,18,59
177.43.170.123,32,16,59
177.43.170.123,32,18,59
177.43.170.123,32,9,59
177.43.170.123,32,10,59
177.43.170.123,32,9,59
177.43.170.123,32,18,59
177.43.170.123,32,9,59
177.43.170.123,32,17,59
177.43.170.123,32,11,59
177.43.170.123,32,18,59
177.43.170.123,32,18,59
177.43.170.123,32,8,59
177.43.170.123,32,18,59
177.43.170.123,32,9,59
177.43.170.123,32,10,59
